hp_diff,hazards_active,is_late_game,action
4.1581920903954845,0,0,0
-92.44444444444444,0,0,0
0.0,0,0,1
-35.77235772357723,0,0,0
0.0,0,0,0
61.99261992619926,0,1,0
-79.67479674796748,0,1,0
4.370179948586113,0,1,1
-6.122448979591837,0,1,0
0.0,0,1,0
-43.41085271317829,0,1,0
-90.69767441860465,0,1,1
11.825192802056549,0,1,0
0.0,0,1,0
28.26086956521739,0,1,0
-67.10531684824744,0,1,0
-94.8529411764706,0,1,1
0.0,0,1,1
-36.88212927756654,0,0,0
20.67058416868302,0,0,0
0.0,0,0,0
-23.591549295774655,0,0,0
6.430191889592592,0,0,0
19.236222705359673,0,0,0
7.210038756026087,0,0,0
0.0,0,0,0
-91.35802469135803,0,0,0
0.0,0,0,1
-34.20074349442379,0,0,0
-67.65799256505576,0,0,0
13.117549032175365,0,0,0
-55.762081784386616,0,1,0
-79.73886131814604,0,1,0
0.0,0,1,1
20.84805653710248,0,1,0
57.95053003533569,0,1,0
51.9434628975265,0,1,1
45.93639575971732,0,1,0
0.0,0,0,0
18.90756302521008,0,0,1
3.060797272645715,0,0,0
-0.08971560154310865,0,0,0
15.153649731443167,0,0,0
6.621466936691029,0,0,0
35.13513513513513,0,0,0
89.16967509025271,0,0,0
-95.1219512195122,0,0,0
33.76623376623377,0,0,0
56.709956709956714,0,0,0
70.54564140895076,0,1,0
70.12987012987013,0,1,0
0.0,0,1,0
0.0,0,1,1
-81.5884476534296,0,1,0
0.0,0,1,1
0.0,0,1,0
-11.690647482014388,0,1,0
0.0,0,1,0
0.0,0,0,1
-6.967264517747395,0,0,0
-16.483516483516482,0,0,0
0.0,0,0,1
-24.25373134328359,0,0,0
-8.2089552238806,0,0,0
0.0,0,0,1
0.0,0,0,0
